id,keyword,location,text,target,text_length,word_count,char_count,avg_word_length,punctuation_count,hashtag_count,uppercase_word_count,url_count
73,aftershock,"Bay Area, CA",come u aftershock,0,17,3,17,5.666666666666667,0,0,0,0
74,aftershock,"Great Southwest, U.S.A.",oo think felt aftershock,0,24,4,24,6.0,0,0,0,0
75,aftershock,"Katowice, Poland",quick comparison ongoing puerto rico earthquake sequence central california sequenc,1,83,10,83,8.3,0,0,0,0
76,aftershock,,puerto ricans refusing go home aside aftershock ground southwest puerto rico,1,76,11,76,6.909090909090909,0,0,0,0
77,aftershock,Toronto,inception social network easy black swan toy story kid right aftershock,0,71,11,71,6.454545454545454,0,0,0,0
80,aftershock,"  Philippines ,From America",hard hit,0,8,2,8,4.0,0,0,0,0
81,aftershock,Islamabad,musharaf verdict mild aftershock extension one worry come extention,0,67,9,67,7.444444444444445,0,0,0,0
83,aftershock,"Surabaya, Indonesia",kumera yellow aftershock phfossil featured bankbtn good living magazine photography stylist shino,0,97,12,97,8.083333333333334,0,0,0,0
85,aftershock,NYC,please pray puertorico,0,22,3,22,7.333333333333333,0,0,0,0
87,aftershock,"Ковров, Россия",yakovz,0,6,1,6,6.0,0,0,0,0
88,aftershock,"Planet Eyal, Shandral System",darkake yeek possessor killed possession aftershock ritches tunnel,1,66,8,66,8.25,0,0,0,0
89,aftershock,,check latest video superzero vol closer look closer look superzero vol,0,70,11,70,6.363636363636363,0,0,0,0
90,aftershock,,might small aftershock didnt feel anything,0,42,6,42,7.0,0,0,0,0
91,aftershock,"Brooklyn, NY",stay informed stay engaged whats going puertorico earthquake usgs day aftershock,0,80,11,80,7.2727272727272725,0,0,0,0
92,aftershock,,isnt good feel people puerto rico,0,33,6,33,5.5,0,0,0,0
93,aftershock,"Melbourne, Victoria",aftershock vapor pro review aussie aussie aussie powerupau,0,58,8,58,7.25,0,0,0,0
94,aftershock,,puerto rico worker explains earthquake aftershock pleading go viral via,0,71,10,71,7.1,0,0,0,0
95,aftershock,Piscataway land // DC,unfathomable number lived large earthquake slept table one terrible night,0,73,10,73,7.3,0,0,0,0
96,aftershock,DEPRESSED VIBES,nah need calm,0,13,3,13,4.333333333333333,0,0,0,0
97,aftershock,,thinking spat blood marilyn manson set aftershock,0,49,7,49,7.0,0,0,0,0
98,aftershock,,two quake magnitude cannot say one others preshock aftershock one obv,0,69,11,69,6.2727272727272725,0,0,0,0
99,aftershock,,mm aftershock happens within day mm main shock predict say,1,58,10,58,5.8,0,0,0,0
100,aftershock,,dont think silivri aftershock silivri month ago quake professor always say nonsen,0,81,12,81,6.75,0,0,0,0
101,aftershock,"Bum Fuck, California",think aftershock lyrical beat brent never recovered,0,51,7,51,7.285714285714286,0,0,0,0
102,aftershock,,apex separating monarch theyre separation well theory mechagod,0,62,8,62,7.75,0,0,0,0
104,aftershock,,sending mate simon bar asking guiness ending carlsberg export mint,0,66,10,66,6.6,0,0,0,0
105,aftershock,,usgs earthquake expert puertorico installing temporary seismometers help track seismic event including jan,0,106,13,106,8.153846153846153,0,0,0,0
107,aftershock,"Dream big ,NYC , FL\LA✈️✨💼😎",weekend puerto rico struck aftershock causing damage home school leaving thou,1,77,11,77,7.0,0,0,0,0
108,aftershock,DEPRESSED VIBES,could leave gave,0,16,3,16,5.333333333333333,0,0,0,0
109,aftershock,,full experience start one st series food running low save young governor,0,72,12,72,6.0,0,0,0,0
110,aftershock,NYC,magnitude quake puertorico morning caused day aftershock forecast change estimate increased,1,91,11,91,8.272727272727273,0,0,0,0
111,aftershock,10.28.33N  / 066.57.79W,continue update day aftershock forecast scenario puertorico forecast posted english,0,83,10,83,8.3,0,0,0,0
112,aftershock,"Texas, USA",another aftershock hit puerto rico last night people cannot go home even one po,1,79,14,79,5.642857142857143,0,0,0,0
113,aftershock,"St Augustine, FL",aftershock comic prefer working partnership creator build team ground,0,69,9,69,7.666666666666667,0,0,0,0
114,aftershock,RVA✈️FLA,earthquakeaftershock mess power,0,31,3,31,10.333333333333334,0,0,0,0
115,aftershock,PA,aftershock forecast puerto rico,0,31,4,31,7.75,0,0,0,0
116,airplane%20accident,"California, USA",like iran shooting airplane accident,1,36,5,36,7.2,0,0,0,0
117,airplane%20accident,,bing bong airplane accident remix,0,33,5,33,6.6,0,0,0,0
118,airplane%20accident,Inside my head,morgan surprised see shaun back work already offer condolence dad shaun say airplan,0,83,13,83,6.384615384615385,0,0,0,0
119,airplane%20accident,Australia,thats load rubbish never imminent threat jesus christiran sho,0,61,9,61,6.777777777777778,0,0,0,0
120,airplane%20accident,"Greenwich, CT",actually blocking internet accident know like iran shot ukrainian airplane,1,74,10,74,7.4,0,0,0,0
121,airplane%20accident,"Michigan, USA",conclusion previous page incorrect imho witness observation streak light,0,72,9,72,8.0,0,0,0,0
122,airplane%20accident,Iran,celebrity iran sadly compatriot killed downing uk airplanenot di,0,64,9,64,7.111111111111111,0,0,0,0
123,airplane%20accident,"Virginia, USA",iranian radar cannot tell difference incoming missile going ukrainian airplane,1,78,10,78,7.8,0,0,0,0
124,airplane%20accident,West coast True north  i stan juggalos,look timeline see hate coun,0,27,5,27,5.4,0,0,0,0
125,airplane%20accident,,military mistake usmilitary shot iranian passenger airplane iranian military shot ukr,1,85,11,85,7.7272727272727275,0,0,0,0
126,airplane%20accident,,secret antispying service middle east high alert demolition commercial airplane u,1,81,11,81,7.363636363636363,0,0,0,0
127,airplane%20accident,هرجا که دلت باشد,friend live believe basic right know happened,0,45,7,45,6.428571428571429,0,0,0,0
128,airplane%20accident,,secret antispying service middle east high alert demolition commercial airpl,1,76,10,76,7.6,0,0,0,0
129,airplane%20accident,,iran fired surface surface missilesthen fired surface air missile,0,65,9,65,7.222222222222222,0,0,0,0
130,airplane%20accident,,basically killed general put whole country confusing status shoot civ,0,69,10,69,6.9,0,0,0,0
131,airplane%20accident,GOV of Georgia♥️ Janny Cares,referring shooting airplane really,0,34,4,34,8.5,0,0,0,0
132,airplane%20accident,"Saskatchewan, Canada",referring shooting airplane,0,27,3,27,9.0,0,0,0,0
133,airplane%20accident,Canada,anyone belief incident accident idiot airplane approx fee,0,57,8,57,7.125,0,0,0,0
134,airplane%20accident,,anyone belief incident accident idiot airplane approx,0,53,7,53,7.571428571428571,0,0,0,0
135,airplane%20accident,"Port Charlotte, FL",iran blow airplane accident intended shot accident civilian aircraft,1,68,9,68,7.555555555555555,0,0,0,0
136,airplane%20accident,artemis,airplane accident,1,17,2,17,8.5,0,0,0,0
137,airplane%20accident,,mr u hold ptrump accountable airplane accidentwe r sad toobut pls dont tweet abo,0,80,14,80,5.714285714285714,0,0,0,0
138,airplane%20accident,Nigeria,dial tollfree phone event wish report fire flood theft armed robbery kidnap,0,75,12,75,6.25,0,0,0,0
139,airplane%20accident,"Ilawe-Ekiti, Nigeria",dial tollfree phone event wish report fire flood theft armed robbery k,0,70,12,70,5.833333333333333,0,0,0,0
140,airplane%20accident,Florida,iran shoot commercial airplane claim accident anyone really believe,1,67,9,67,7.444444444444445,0,0,0,0
141,airplane%20accident,Calgary AB,may unaware cnd currently mourning canadian downed airplane accident iran flag,1,78,11,78,7.090909090909091,0,0,0,0
142,airplane%20accident,"Saskatchewan, Canada",sorry loss iran never shot airplane sky accident say,0,52,9,52,5.777777777777778,0,0,0,0
143,airplane%20accident,"Toronto, Ontario",wasnt iranian knew takeoff happening amp knew airplane manufacturer american,0,76,10,76,7.6,0,0,0,0
144,airplane%20accident,NYC,mass antigovernment protest erupt iran leader admit shooting airliner still cannot believe w,0,92,13,92,7.076923076923077,0,0,0,0
145,airplane%20accident,New England,read whole thread he blaming trump iran shooting ai,0,51,9,51,5.666666666666667,0,0,0,0
146,airplane%20accident,Ontario,airplane accident answer u designated iranian government terrorist ha,0,69,9,69,7.666666666666667,0,0,0,0
147,airplane%20accident,State of Louisiana-great food,hey got swamp land sale either naive plain stupid iran downing,0,62,11,62,5.636363636363637,0,0,0,0
148,airplane%20accident,"Sachse, Texas",perhaps prodded others zelensky decides ukraine nothing lose piling onto iran never seen many op,0,96,15,96,6.4,0,0,0,0
149,airplane%20accident,,canadian concerned airplane shot accident canadian many iranian,0,63,8,63,7.875,0,0,0,0
150,airplane%20accident,Waldo,shooting airplane accident bullshit like accidental shooting firearm especially since,0,85,10,85,8.5,0,0,0,0
151,airplane%20accident,United States,odd iranian accidentally blew airplane take someone playing,0,59,8,59,7.375,0,0,0,0
152,airplane%20accident,,canadian concerned airplane shot accident canadian many,0,55,7,55,7.857142857142857,0,0,0,0
153,airplane%20accident,United Kingdom,excuse shooting commercial airplane innocent civilian oh sorry jeremy say,0,73,10,73,7.3,0,0,0,0
154,airplane%20accident,"Milwaukee, WI",beat response track airplane surface air missile,0,48,7,48,6.857142857142857,0,0,0,0
155,airplane%20accident,"French River, Ontario, Canada",unimaginable people gone one accident could anyone point surface air missile,0,76,11,76,6.909090909090909,0,0,0,0
156,airplane%20accident,"Siesta Key, FL",accident iran rocketed airplane killing people libs defending like thats ok b,0,77,12,77,6.416666666666667,0,0,0,0
158,airplane%20accident,"New Jersey, USA",well let see know far body count demonstrator,0,45,8,45,5.625,0,0,0,0
159,airplane%20accident,"Michigan, USA",beat response track airplane surface air missi,0,46,7,46,6.571428571428571,0,0,0,0
160,airplane%20accident,"Canada, eh",good lord yeah accident airplane didnt give missile right away,0,62,10,62,6.2,0,0,0,0
161,airplane%20accident,,iranian leadership downed commercial airplane purpose kidding saying accident,0,77,9,77,8.555555555555555,0,0,0,0
162,airplane%20accident,#السعودية_العظمى,ooh look nyt became lawyer iranian regime stupid newspaper time vi,0,66,11,66,6.0,0,0,0,0
163,airplane%20accident,Iowa,exactly one accidentally fire rocket airplane leaving country airport,0,69,9,69,7.666666666666667,0,0,0,0
164,airplane%20accident,"Vaughan, Ontario",saying shooting airplane w innocent ppl accident bruh,1,53,8,53,6.625,0,0,0,0
165,airplane%20accident,"Moodus, CT  USA",nuclear physicist airplane accident,1,35,4,35,8.75,0,0,0,0
166,airplane%20accident,"40.72163,-73.8669",murderous friend shoot airplane accident killing around innocent people wa,1,74,10,74,7.4,0,0,0,0
167,airplane%20accident,"East Verdi, NV",yup u shot iranian airplane accident weve supp,1,46,8,46,5.75,0,0,0,0
168,airplane%20accident,,united state down iranian terrorist world press dedicates ton article life lived ira,0,84,13,84,6.461538461538462,0,0,0,0
169,airplane%20accident,"Port Charlotte, FL",besides airplane shot accident thing habbening also highlevel proiran militi,0,76,10,76,7.6,0,0,0,0
170,airplane%20accident,"Hamilton, Ontario",cbc news said operator missile launcher shot airplane cockpit taken,1,67,10,67,6.7,0,0,0,0
171,airplane%20accident,,consider gt person video camera know record attack indication,0,61,9,61,6.777777777777778,0,0,0,0
172,airplane%20accident,The Enchanted Mitten,besides airplane shot accident thing habbening also highlevel proir,0,67,9,67,7.444444444444445,0,0,0,0
173,airplane%20accident,NYC Babe-Bee 🌹🐾🙏,yeah yer well prepared hit building amp knocked yer airplane accident better keep,0,81,13,81,6.230769230769231,0,0,0,0
174,airplane%20accident,"Lake Mary, FL",shooting plane accident human error iranian shooting mi,0,55,8,55,6.875,0,0,0,0
175,airplane%20accident,,attack n airplane taken accident iran want world know co,0,56,10,56,5.6,0,0,0,0
176,airplane%20accident,,grover airplane accident doctor,0,31,4,31,7.75,0,0,0,0
177,airplane%20accident,Islamic Republic of Iran,trump accident crash airplane ukraine main factor powerful person world whose count,0,83,12,83,6.916666666666667,0,0,0,0
178,airplane%20accident,Islamic Republic of Iran,trump accident crash airplane ukraine main factor powerful person world whose,0,77,11,77,7.0,0,0,0,0
179,airplane%20accident,"Franca, Brasil",although late extend condolence family victim ukrainian airplane falling inclu,1,78,10,78,7.8,0,0,0,0
180,airplane%20accident,Cairo,iranian military admitted shot ukrainian airplane missile accidentally accident crim,1,84,10,84,8.4,0,0,0,0
181,airplane%20accident,,much talk ukraine airplane within iran usa conflict conflict wise irrelevant mo,0,79,12,79,6.583333333333333,0,0,0,0
182,airplane%20accident,Qom,although late extend condolence family victim ukrainian airplane falling,1,72,9,72,8.0,0,0,0,0
183,airplane%20accident,"Houston, TX",iran shot airplane full innocent people say want trump thats appropriate r,1,74,12,74,6.166666666666667,0,0,0,0
184,airplane%20accident,"The Hague, Netherlands ",still silent killing innocent people iran iranian military admitted shot ukrainian,1,82,11,82,7.454545454545454,0,0,0,0
185,airplane%20accident,,iranian chose day time send missile inside iraq also controlled,0,63,10,63,6.3,0,0,0,0
186,airplane%20accident,,airplane routine flight path airport one would think shot would fam,0,67,11,67,6.090909090909091,0,0,0,0
187,airplane%20accident,,germany foreign minister heiko maas say must assumed airplane crash iran terrible accident,1,90,13,90,6.923076923076923,0,0,0,0
188,airplane%20accident,,compassion family ukrainian airplane shot accident,1,50,6,50,8.333333333333334,0,0,0,0
190,ambulance,Republic of Ireland.,fire engulfs ambulance conveying corpse catholic priest mother streetjournal,1,76,9,76,8.444444444444445,0,0,0,0
191,ambulance,"England, UK",racist concerned correct resident birmingham cant speak english birmingham england,0,82,10,82,8.2,0,0,0,0
192,ambulance,,waarland ambulance p rit sabinahof waarland,0,43,6,43,7.166666666666667,0,0,0,0
193,ambulance,"Rock Hill, SC",usdjpy despite richter scale overbought fxstreet line swissquote bullish long jason sen mr ambulance chaser b,0,109,16,109,6.8125,0,0,0,0
194,ambulance,"Rock Hill, SC",usdjpy despite richter scale overbought fxstreet line swissquote bullish long jason sen mr ambulance cha,0,104,15,104,6.933333333333334,0,0,0,0
195,ambulance,Hyeongjun world,untamed boy singing love siren ambulance theuntamedboysinbkk,0,60,7,60,8.571428571428571,0,0,0,0
196,ambulance,"Theale, England",pulling ambulance,0,17,2,17,8.5,0,0,0,0
197,ambulance,London innit,hope there going ambulance waiting bottom there way fat lump cli,0,64,11,64,5.818181818181818,0,0,0,0
198,ambulance,,ambulance cover coming theuntamedboys ambassador thai spring festival delightful,0,80,9,80,8.88888888888889,0,0,0,0
199,ambulance,Sicily (❤️) Mielno 🇵🇱,driving drunk choose way come back home taxi b,0,46,9,46,5.111111111111111,0,0,0,0
200,ambulance,"Melbourne, Victoria",yer severe ambulance ramping fundingresourcing,0,46,5,46,9.2,0,0,0,0
201,ambulance,,zulaykhas son ambulance driver killed suicide attack maimana faryab everyday visit ambu,0,87,12,87,7.25,0,0,0,0
202,ambulance,mybag,first taken damn hospital man died walmart ambulance outside focuse,1,67,10,67,6.7,0,0,0,0
203,ambulance,Everywhere,jinu okay hit head fainted remember anything yoon ambulance ride hospi,0,70,11,70,6.363636363636363,0,0,0,0
204,ambulance,Wales,come weve recently fuel stolen ambulance vehicle damage staff car whilst ambulanc,1,81,12,81,6.75,0,0,0,0
205,ambulance,,theyve gone ambulance chasing australia,0,39,5,39,7.8,0,0,0,0
206,ambulance,,drumroll beach girl henry tried keep pressure wound call,0,56,9,56,6.222222222222222,0,0,0,0
207,ambulance,United Kingdom,racism absolutely delighted,0,27,3,27,9.0,0,0,0,0
208,ambulance,"Everywhere, I am a free spirit",norovirus like detox get crap system much like flushing central h,0,65,11,65,5.909090909090909,0,0,0,0
209,ambulance,Malawi,ooh guy know gauteng people go study nursing ambulance nurse keep alive transit,0,79,13,79,6.076923076923077,0,0,0,0
210,ambulance,,iranprotests tehran right valiasr intersection special force heading paradise ambulance,0,87,10,87,8.7,0,0,0,0
211,ambulance,💰HELPING YOU GAIN MUTUAL💰,one silently pray unknown ambulance passed,0,42,6,42,7.0,0,0,0,0
212,ambulance,"Knoxville, TN",long night mom sugar dropped dad called ambulance fun hospital late shift,1,73,12,73,6.083333333333333,0,0,0,0
213,ambulance,London,norovirus there place like home winter bug unpleasant usual go away coupl,0,73,12,73,6.083333333333333,0,0,0,0
214,ambulance,,dont understand jongkook danced like breathing heavily end sequence lyi,0,71,10,71,7.1,0,0,0,0
215,ambulance,Egypt's Prime Minister,unilorin oxygen whole university ilorin oxygen refer u uith thinking maybe,0,74,11,74,6.7272727272727275,0,0,0,0
216,ambulance,in my poes,ambulance nurse,0,15,2,15,7.5,0,0,0,0
217,ambulance,Malawi,angel africa netcare air ambulance doctor paramedic activated interhospitaltrans,1,80,9,80,8.88888888888889,0,0,0,0
218,ambulance,"Namibia,rundu,ondangwa,katima,",ambulance need call u today tollfree number,0,43,7,43,6.142857142857143,0,0,0,0
219,ambulance,London,lovely message receive thank much,0,33,5,33,6.6,0,0,0,0
220,ambulance,,timely action accident save someone life find someone injury call ambulance,1,75,11,75,6.818181818181818,0,0,0,0
221,ambulance,Ghana,technical brain speak raging debate mostly disposition amp knowledge calm storm even,0,84,12,84,7.0,0,0,0,0
222,ambulance,Malibu,got back hospital bc accidentally blended finger cooking promised ambulance doctor w,0,84,12,84,7.0,0,0,0,0
223,ambulance,United Kingdom,another race baiting ambulance chaser exposed racism action peop,0,64,9,64,7.111111111111111,0,0,0,0
224,ambulance,,ooh guy know gauteng people go study nursing ambulance nurse keep alive,0,71,12,71,5.916666666666667,0,0,0,0
225,annihilated,,nicki minaj single handedly annihilated male specie day dropped,0,63,9,63,7.0,0,0,0,0
226,annihilated,,must annihilated,0,16,2,16,8.0,0,0,0,0
227,annihilated,"Wales, United Kingdom",basically let people work hard money save invest wisely snatch fu,0,65,11,65,5.909090909090909,0,0,0,0
228,annihilated,,thanks offence taken really choice centre left party either,0,59,9,59,6.555555555555555,0,0,0,0
229,annihilated,New york in jesus name,commonest line naija song become annoying way whyne e dey blow mind please,0,74,13,74,5.6923076923076925,0,0,0,0
230,annihilated,,quranic verse leader choose qasem soleimani unique moment soldier islam tirelessly foug,0,87,12,87,7.25,0,0,0,0
231,annihilated,California,shes wrong way aca passed,0,25,5,25,5.0,0,0,0,0
232,annihilated,Earth,get ready picking weapon choice chose lute course thinking everything,0,69,10,69,6.9,0,0,0,0
233,annihilated,"Scotland, United Kingdom",actually impossible tell whether dan boris less across brief journalist almost journalist,0,89,12,89,7.416666666666667,0,0,0,0
234,annihilated,"West Midlands, England",zero chance candidate winning next election deluded hard left,0,61,9,61,6.777777777777778,0,0,0,0
235,annihilated,Melbourne & Regional Victoria,good riddance bad rubbish like well saying youre annihilated fedelection,0,72,10,72,7.2,0,0,0,0
236,annihilated,"Fishlake, England",havent like understood yet sht policy plus touch,0,48,8,48,6.0,0,0,0,0
237,annihilated,EVERYWHERE,breast perished name bottle poison make want cry make want,0,58,10,58,5.8,0,0,0,0
238,annihilated,,yall beautiful delicate tender vampire taejin annihilated tonight,0,65,8,65,8.125,0,0,0,0
239,annihilated,"Melbourne, Victoria",reminiscing time annihilated pb made look easy kg feeling fiine bring gpc,0,73,12,73,6.083333333333333,0,0,0,0
240,annihilated,"Osun, Nigeria",titan raise trident drink victory annihilated enemy yesterday sent hades,1,72,10,72,7.2,0,0,0,0
241,annihilated,EVERYWHERE,promise perished name almond make want cry make want curse de,0,61,11,61,5.545454545454546,0,0,0,0
242,annihilated,Joburg,sne really tryna see get annihilated dm psn bro,0,47,9,47,5.222222222222222,0,0,0,0
244,annihilated,Ireland,appreciate bbc igbo start expose britain partook biafra genocide millio,1,71,10,71,7.1,0,0,0,0
245,annihilated,UK,poll mean shit hugh wrong massively effectively vote leave,0,58,9,58,6.444444444444445,0,0,0,0
